,date,降水量_香川
943,2022-08-01,0.0
944,2022-08-02,0.0
945,2022-08-03,0.0
946,2022-08-04,0.0
947,2022-08-05,0.0
948,2022-08-06,6.149971305023377
949,2022-08-07,0.565532296828707
950,2022-08-08,0.0
951,2022-08-09,0.0
952,2022-08-10,1.5998382754932228
953,2022-08-11,0.0
954,2022-08-12,0.0
955,2022-08-13,0.0
956,2022-08-14,4.486994668538629
957,2022-08-15,1.4697128922711464
958,2022-08-16,2.242777322807915
959,2022-08-17,18.747742288358413
960,2022-08-18,0.5102332845677819
961,2022-08-19,0.0
962,2022-08-20,13.514873958871812
963,2022-08-21,0.0
964,2022-08-22,12.184320485349701
965,2022-08-23,0.0
966,2022-08-24,0.0
967,2022-08-25,0.0
