,hanjun_start,積算温度_福建省_1半旬前,積算温度_福建省_2半旬前,積算温度_福建省_3半旬前,積算温度_福建省_4半旬前,積算温度_福建省_5半旬前,積算温度_福建省_6半旬前,積算温度_福建省_7半旬前,積算温度_福建省_8半旬前,積算温度_福建省_9半旬前,積算温度_福建省_10半旬前,積算温度_福建省_11半旬前,積算温度_福建省_12半旬前,積算温度_福建省_13半旬前,積算温度_福建省_14半旬前,積算温度_福建省_15半旬前,積算温度_福建省_16半旬前,積算温度_福建省_17半旬前,積算温度_福建省_18半旬前
22,2020-04-21,89.41667296072524,56.198082560063476,64.21317076679631,29.64237372070001,47.87918278719515,66.11599185369029,41.99844822850877,50.034876551593136,53.26082555334118,48.66262250205329,70.29908556322845,56.073646822399816,22.012317921881895,0.0,32.05571050927937,24.141143580116058,22.684139871961015,27.37015522870118
23,2020-04-26,88.14104546558063,89.41667296072524,56.198082560063476,64.21317076679631,29.64237372070001,47.87918278719515,66.11599185369029,41.99844822850877,50.034876551593136,53.26082555334118,48.66262250205329,70.29908556322845,56.073646822399816,22.012317921881895,0.0,32.05571050927937,24.141143580116058,22.684139871961015
24,2020-05-01,86.86541797043603,88.14104546558063,89.41667296072524,56.198082560063476,64.21317076679631,29.64237372070001,47.87918278719515,66.11599185369029,41.99844822850877,50.034876551593136,53.26082555334118,48.66262250205329,70.29908556322845,56.073646822399816,22.012317921881895,0.0,32.05571050927937,24.141143580116058
25,2020-05-06,60.56522453450183,86.86541797043603,88.14104546558063,89.41667296072524,56.198082560063476,64.21317076679631,29.64237372070001,47.87918278719515,66.11599185369029,41.99844822850877,50.034876551593136,53.26082555334118,48.66262250205329,70.29908556322845,56.073646822399816,22.012317921881895,0.0,32.05571050927937
26,2020-05-11,92.8458161304829,60.56522453450183,86.86541797043603,88.14104546558063,89.41667296072524,56.198082560063476,64.21317076679631,29.64237372070001,47.87918278719515,66.11599185369029,41.99844822850877,50.034876551593136,53.26082555334118,48.66262250205329,70.29908556322845,56.073646822399816,22.012317921881895,0.0
27,2020-05-16,91.31285876132947,92.8458161304829,60.56522453450183,86.86541797043603,88.14104546558063,89.41667296072524,56.198082560063476,64.21317076679631,29.64237372070001,47.87918278719515,66.11599185369029,41.99844822850877,50.034876551593136,53.26082555334118,48.66262250205329,70.29908556322845,56.073646822399816,22.012317921881895
28,2020-05-21,86.55657165853347,91.31285876132947,92.8458161304829,60.56522453450183,86.86541797043603,88.14104546558063,89.41667296072524,56.198082560063476,64.21317076679631,29.64237372070001,47.87918278719515,66.11599185369029,41.99844822850877,50.034876551593136,53.26082555334118,48.66262250205329,70.29908556322845,56.073646822399816
29,2020-05-26,81.80028455573746,86.55657165853347,91.31285876132947,92.8458161304829,60.56522453450183,86.86541797043603,89.4468401578911,89.41667296072524,56.198082560063476,64.21317076679631,29.64237372070001,47.87918278719515,66.11599185369029,41.99844822850877,50.034876551593136,53.26082555334118,48.66262250205329,70.29908556322845
30,2020-06-01,83.60307034916097,81.80028455573746,86.55657165853347,91.31285876132947,94.49903750826185,70.66355624204996,89.47700735505695,70.78619836528249,63.49214046267298,67.15417633254224,64.21317076679631,29.64237372070001,47.87918278719515,56.28322894346482,73.86016301211784,50.034876551593136,53.26082555334118,48.66262250205329
31,2020-06-06,85.40585614258448,83.60307034916097,81.80028455573746,86.55657165853347,91.31285876132947,94.49903750826185,70.66355624204996,89.47700735505695,70.78619836528249,68.97018734891236,67.15417633254224,64.21317076679631,29.64237372070001,42.962801332082414,56.28322894346482,73.86016301211784,50.034876551593136,53.26082555334118
